seqnames	start	end	width	strand	genoT	Extract.Name	ploidy	library
chr6	87118717	87347098	228382	*	wc-cc	NW140312-VI_05	2	NW140312-VI_05
chr6	143459088	143594580	135493	*	cc-wc	NW140312-VI_05	2	NW140312-VI_05
chr7	48284270	48581561	297292	*	wc-ww	NW140312-VI_05	2	NW140312-VI_05
chr7	53858093	54079066	220974	*	ww-wc	NW140312-VI_05	2	NW140312-VI_05
chr8	7428566	8302037	873472	*	wc-cc	NW140312-VI_05	2	NW140312-VI_05
chr8	11998796	12686371	687576	*	cc-wc	NW140312-VI_05	2	NW140312-VI_05
chr8	68028665	68175788	147124	*	wc-ww	NW140312-VI_05	2	NW140312-VI_05
chr8	82114999	82568266	453268	*	ww-wc	NW140312-VI_05	2	NW140312-VI_05
chr9	32461491	32737603	276113	*	cc-wc	NW140312-VI_05	2	NW140312-VI_05
chr9	115623696	115975018	351323	*	wc-cc	NW140312-VI_05	2	NW140312-VI_05
chr1	48657057	48832457	175401	*	wc-cc	NW140312-VI_06	2	NW140312-VI_06
chr1	54913002	55411918	498917	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr1	59841881	60131698	289818	*	wc-cc	NW140312-VI_06	2	NW140312-VI_06
chr10	95008470	95663658	655189	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr10	123661861	124546256	884396	*	wc-ww	NW140312-VI_06	2	NW140312-VI_06
chr11	95455536	95973743	518208	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr12	16287664	16621599	333936	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr12	58471017	58772011	300995	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr12	103660448	104056710	396263	*	wc-cc	NW140312-VI_06	2	NW140312-VI_06
chr12	110817112	111163261	346150	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr13	105496258	106013984	517727	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr14	28109857	28634817	524961	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr15	47451522	47818373	366852	*	wc-ww	NW140312-VI_06	2	NW140312-VI_06
chr15	59415508	59891196	475689	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr16	25588808	26055623	466816	*	wc-cc	NW140312-VI_06	2	NW140312-VI_06
chr17	63557144	64397718	840575	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr18	44631624	45380868	749245	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr18	54553801	55226536	672736	*	wc-cc	NW140312-VI_06	2	NW140312-VI_06
chr2	37900520	38429959	529440	*	wc-ww	NW140312-VI_06	2	NW140312-VI_06
chr2	47254111	47681179	427069	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr2	169260654	170055584	794931	*	wc-ww	NW140312-VI_06	2	NW140312-VI_06
chr2	223583667	223851205	267539	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr3	3216433	3469590	253158	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr3	58835034	59603306	768273	*	wc-cc	NW140312-VI_06	2	NW140312-VI_06
chr3	175602311	175814299	211989	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr4	44156584	45279370	1122787	*	wc-cc	NW140312-VI_06	2	NW140312-VI_06
chr4	62327048	62674361	347314	*	wc-cc	NW140312-VI_06	2	NW140312-VI_06
chr4	93220655	93517361	296707	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr4	121454947	121636212	181266	*	wc-ww	NW140312-VI_06	2	NW140312-VI_06
chr4	158211507	158493645	282139	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr5	56469149	56681764	212616	*	cc-wc	NW140312-VI_06	2	NW140312-VI_06
chr5	161729457	162349208	619752	*	wc-cc	NW140312-VI_06	2	NW140312-VI_06
chr6	12170757	12940713	769957	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr6	119975798	120347416	371619	*	wc-ww	NW140312-VI_06	2	NW140312-VI_06
chr7	30563600	30780343	216744	*	wc-ww	NW140312-VI_06	2	NW140312-VI_06
chr7	123960143	124208902	248760	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr7	142514744	142844303	329560	*	wc-ww	NW140312-VI_06	2	NW140312-VI_06
chr8	7026773	8289357	1262585	*	wc-ww	NW140312-VI_06	2	NW140312-VI_06
chr8	11661242	12881539	1220298	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr8	96999414	97302482	303069	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr9	99130954	99552007	421054	*	ww-wc	NW140312-VI_06	2	NW140312-VI_06
chr1	2031048	2213091	182044	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr1	32349116	32506285	157170	*	wc-cc	NW140312-VI_09	2	NW140312-VI_09
chr1	42179997	42309116	129120	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr1	61317926	61415713	97788	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr1	103580603	103822718	242116	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr1	206088540	206444635	356096	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr1	236698344	236782694	84351	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr1	240367362	240489374	122013	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr10	53637784	53791490	153707	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr10	62870412	62951529	81118	*	wc-cc	NW140312-VI_09	2	NW140312-VI_09
chr10	122828402	122923691	95290	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr11	8096994	8216198	119205	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr11	36839919	36889963	50045	*	wc-cc	NW140312-VI_09	2	NW140312-VI_09
chr11	61636939	61900354	263416	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr11	103544131	103751554	207424	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr12	16551789	16661863	110075	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr12	26006618	26215816	209199	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr12	54395923	54463844	67922	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr12	71589333	71667215	77883	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr12	101770551	101969809	199259	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr13	88528701	88641392	112692	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr14	35058384	35199514	141131	*	wc-cc	NW140312-VI_09	2	NW140312-VI_09
chr15	50277187	50658619	381433	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr15	78577390	78697835	120446	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr17	58204884	58378539	173656	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr17	74863774	74965049	101276	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr18	59624521	59857884	233364	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr18	78442728	78724645	281918	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr19	56242671	56343564	100894	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr2	31246494	31408527	162034	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr2	62492690	62582128	89439	*	wc-cc	NW140312-VI_09	2	NW140312-VI_09
chr2	107794192	107978040	183849	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr2	112301386	112459817	158432	*	wc-cc	NW140312-VI_09	2	NW140312-VI_09
chr2	128222150	128335963	113814	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr3	72907082	73107592	200511	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr3	96401483	96503513	102031	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr3	129583915	129651033	67119	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr3	156030362	156104267	73906	*	wc-cc	NW140312-VI_09	2	NW140312-VI_09
chr4	67869661	68005463	135803	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr4	169765991	169825525	59535	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr5	10531128	10630177	99050	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr5	50848539	50943294	94756	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr5	61019071	61187068	167998	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr6	75120954	75211057	90104	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr6	95355398	95427730	72333	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr6	109647725	109737720	89996	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr6	119085803	119296820	211018	*	wc-cc	NW140312-VI_09	2	NW140312-VI_09
chr6	125992135	126159052	166918	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr6	153555886	153704781	148896	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr7	94248995	94484011	235017	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr8	7053341	7765885	712545	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr8	12186482	12587528	401047	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr8	56734736	56934956	200221	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chr9	6414090	6551837	137748	*	wc-ww	NW140312-VI_09	2	NW140312-VI_09
chr9	29182256	29251339	69084	*	ww-wc	NW140312-VI_09	2	NW140312-VI_09
chrX	2709869	2983883	274015	*	wc-cc	NW140312-VI_09	2	NW140312-VI_09
chrX	154793068	155780142	987075	*	cc-wc	NW140312-VI_09	2	NW140312-VI_09
chr1	48772452	48878994	106543	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr1	62332165	62450823	118659	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr1	65491688	65718676	226989	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr1	158416298	158531982	115685	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr1	182429386	182686112	256727	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr1	192786779	192937686	150908	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr1	240158319	240427899	269581	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr10	3275766	3415966	140201	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr10	25365875	25487805	121931	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr10	68737210	68939993	202784	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr10	99852354	100030768	178415	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr11	118385718	118607947	222230	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr12	24306373	24504433	198061	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr12	48310941	48507096	196156	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr12	66223495	66335346	111852	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr12	101771854	101931507	159654	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr13	40648787	40944172	295386	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr13	55735932	55997768	261837	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr13	76851936	77136999	285064	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr14	69974739	70154644	179906	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr14	86182800	86327474	144675	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr15	53451018	53656161	205144	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr15	66070665	66440424	369760	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr17	13040737	13223334	182598	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr17	49849988	50092269	242282	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr17	60411901	60653734	241834	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr19	16008090	16599330	591241	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr19	32076684	32272387	195704	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr19	35802911	36030731	227821	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr2	28423450	28669816	246367	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr2	44733902	44919557	185656	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr2	103200005	103483714	283710	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr2	107749400	107984488	235089	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr2	112286647	112598168	311522	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr2	234106057	234261947	155891	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr21	28899204	29214572	315369	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr3	10383233	10511196	127964	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr4	22169519	22257328	87810	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr4	87387425	87808691	421267	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr4	109585769	109821950	236182	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr5	8068716	8188286	119571	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr5	12470483	12869331	398849	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr5	22299142	22463327	164186	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr5	34999531	35086138	86608	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr5	129092646	129359940	267295	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr6	27487854	27679731	191878	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr6	30124952	30285472	160521	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr6	149153800	149416377	262578	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr6	160350400	160505995	155596	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr7	100966791	101262232	295442	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr7	118135918	118351827	215910	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr8	7082634	8390467	1307834	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr8	11983558	12730715	747158	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr8	42727072	43104096	377025	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr8	52729702	52888423	158722	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr8	66014132	66253532	239401	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr8	68532106	68672657	140552	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr8	75427818	75746617	318800	*	cc-wc	NW140312-VI_11	2	NW140312-VI_11
chr9	5592545	5820366	227822	*	wc-ww	NW140312-VI_11	2	NW140312-VI_11
chr9	11786995	12105380	318386	*	ww-wc	NW140312-VI_11	2	NW140312-VI_11
chr9	28951627	29183866	232240	*	wc-cc	NW140312-VI_11	2	NW140312-VI_11
chr1	89209504	89541093	331590	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr1	111644682	111857507	212826	*	wc-ww	NW140312-VI_13	2	NW140312-VI_13
chr1	157476012	157683577	207566	*	wc-ww	NW140312-VI_13	2	NW140312-VI_13
chr1	190186978	190824348	637371	*	ww-wc	NW140312-VI_13	2	NW140312-VI_13
chr1	195055027	195407200	352174	*	wc-cc	NW140312-VI_13	2	NW140312-VI_13
chr1	208018283	208179027	160745	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr1	210656049	211067585	411537	*	wc-ww	NW140312-VI_13	2	NW140312-VI_13
chr10	97018684	97390185	371502	*	wc-cc	NW140312-VI_13	2	NW140312-VI_13
chr11	26992277	27481359	489083	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr11	113745325	114009098	263774	*	wc-cc	NW140312-VI_13	2	NW140312-VI_13
chr12	24306568	24647418	340851	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr13	29849349	30122532	273184	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr14	30342086	30963088	621003	*	ww-wc	NW140312-VI_13	2	NW140312-VI_13
chr14	82657328	83137242	479915	*	wc-cc	NW140312-VI_13	2	NW140312-VI_13
chr14	91962497	92427945	465449	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr15	85672113	86123999	451887	*	wc-cc	NW140312-VI_13	2	NW140312-VI_13
chr2	33349189	33577875	228687	*	ww-wc	NW140312-VI_13	2	NW140312-VI_13
chr2	216465471	216751238	285768	*	wc-cc	NW140312-VI_13	2	NW140312-VI_13
chr20	5736699	6147432	410734	*	ww-wc	NW140312-VI_13	2	NW140312-VI_13
chr3	164140625	164389182	248558	*	ww-wc	NW140312-VI_13	2	NW140312-VI_13
chr4	26692867	27165375	472509	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr4	72795146	73128484	333339	*	wc-ww	NW140312-VI_13	2	NW140312-VI_13
chr4	99387937	99603229	215293	*	ww-wc	NW140312-VI_13	2	NW140312-VI_13
chr4	136699583	137204768	505186	*	wc-ww	NW140312-VI_13	2	NW140312-VI_13
chr5	102013023	102389904	376882	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr5	158750249	159202332	452084	*	wc-cc	NW140312-VI_13	2	NW140312-VI_13
chr6	28149428	28701389	551962	*	wc-ww	NW140312-VI_13	2	NW140312-VI_13
chr6	124789883	125065637	275755	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr6	137798232	138332375	534144	*	wc-cc	NW140312-VI_13	2	NW140312-VI_13
chr7	12690614	13103827	413214	*	cc-wc	NW140312-VI_13	2	NW140312-VI_13
chr7	17463041	17965841	502801	*	wc-ww	NW140312-VI_13	2	NW140312-VI_13
chr7	142580847	142869768	288922	*	ww-wc	NW140312-VI_13	2	NW140312-VI_13
chr8	40041256	40363136	321881	*	ww-wc	NW140312-VI_13	2	NW140312-VI_13
chr8	89588509	90234952	646444	*	wc-cc	NW140312-VI_13	2	NW140312-VI_13
chr9	126730581	127025209	294629	*	ww-wc	NW140312-VI_13	2	NW140312-VI_13
chr10	115874347	115956366	82020	*	wc-ww	NW140312-VI_17	2	NW140312-VI_17
chr12	71594142	71669305	75164	*	wc-cc	NW140312-VI_17	2	NW140312-VI_17
chr12	101750962	101796917	45956	*	cc-wc	NW140312-VI_17	2	NW140312-VI_17
chr15	46627791	46785511	157721	*	cc-wc	NW140312-VI_17	2	NW140312-VI_17
chr18	9106045	9310266	204222	*	ww-wc	NW140312-VI_17	2	NW140312-VI_17
chr18	53876626	54055294	178669	*	wc-ww	NW140312-VI_17	2	NW140312-VI_17
chr2	107799786	107944899	145114	*	wc-ww	NW140312-VI_17	2	NW140312-VI_17
chr2	112296291	112527257	230967	*	ww-wc	NW140312-VI_17	2	NW140312-VI_17
chr2	115967883	116188215	220333	*	wc-cc	NW140312-VI_17	2	NW140312-VI_17
chr2	118323159	118460713	137555	*	cc-wc	NW140312-VI_17	2	NW140312-VI_17
chr21	35128873	35226465	97593	*	cc-wc	NW140312-VI_17	2	NW140312-VI_17
chr3	38793376	38893137	99762	*	wc-ww	NW140312-VI_17	2	NW140312-VI_17
chr3	42538411	42744442	206032	*	ww-wc	NW140312-VI_17	2	NW140312-VI_17
chr3	104892562	105058465	165904	*	wc-ww	NW140312-VI_17	2	NW140312-VI_17
chr4	53399469	53649866	250398	*	wc-ww	NW140312-VI_17	2	NW140312-VI_17
chr5	34895887	34994673	98787	*	ww-wc	NW140312-VI_17	2	NW140312-VI_17
chr5	83930791	84011697	80907	*	wc-cc	NW140312-VI_17	2	NW140312-VI_17
chr5	138109697	138296688	186992	*	cc-wc	NW140312-VI_17	2	NW140312-VI_17
chr6	289274	645231	355958	*	wc-ww	NW140312-VI_17	2	NW140312-VI_17
chr6	62819331	62879856	60526	*	wc-cc	NW140312-VI_17	2	NW140312-VI_17
chr6	114186178	114283199	97022	*	cc-wc	NW140312-VI_17	2	NW140312-VI_17
chr7	16516065	16650885	134821	*	wc-ww	NW140312-VI_17	2	NW140312-VI_17
chr7	71310825	71516662	205838	*	ww-wc	NW140312-VI_17	2	NW140312-VI_17
chr7	99215036	99549454	334419	*	wc-cc	NW140312-VI_17	2	NW140312-VI_17
chr8	7394931	14740666	7345736	*	wc-cc	NW140312-VI_17	2	NW140312-VI_17
chr8	111688527	112047352	358826	*	cc-wc	NW140312-VI_17	2	NW140312-VI_17
chr9	84244709	84331289	86581	*	wc-ww	NW140312-VI_17	2	NW140312-VI_17
chr1	162741899	163868004	1126106	*	wc-ww	NW140312-VI_18	2	NW140312-VI_18
chr1	177551102	178051865	500764	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr1	198400042	198730271	330230	*	wc-cc	NW140312-VI_18	2	NW140312-VI_18
chr10	98373393	98854535	481143	*	wc-ww	NW140312-VI_18	2	NW140312-VI_18
chr10	114898953	115328845	429893	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr10	118273996	119303779	1029784	*	wc-cc	NW140312-VI_18	2	NW140312-VI_18
chr11	41540194	42058054	517861	*	wc-cc	NW140312-VI_18	2	NW140312-VI_18
chr12	9965296	10709236	743941	*	wc-ww	NW140312-VI_18	2	NW140312-VI_18
chr13	60697826	62155700	1457875	*	cc-wc	NW140312-VI_18	2	NW140312-VI_18
chr15	34775394	36029301	1253908	*	cc-wc	NW140312-VI_18	2	NW140312-VI_18
chr16	82992667	87899162	4906496	*	wc-ww	NW140312-VI_18	2	NW140312-VI_18
chr17	18704844	19720929	1016086	*	wc-cc	NW140312-VI_18	2	NW140312-VI_18
chr18	8799649	9947322	1147674	*	cc-wc	NW140312-VI_18	2	NW140312-VI_18
chr2	22207754	22777937	570184	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr2	214969426	220137644	5168219	*	wc-cc	NW140312-VI_18	2	NW140312-VI_18
chr3	128428544	129459193	1030650	*	wc-ww	NW140312-VI_18	2	NW140312-VI_18
chr3	136727058	137374122	647065	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr3	150159374	150548641	389268	*	wc-ww	NW140312-VI_18	2	NW140312-VI_18
chr3	152612347	152947067	334721	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr4	59804971	60109804	304834	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr4	184102239	184895160	792922	*	wc-cc	NW140312-VI_18	2	NW140312-VI_18
chr5	28610531	29160092	549562	*	cc-wc	NW140312-VI_18	2	NW140312-VI_18
chr5	61110739	61553213	442475	*	wc-ww	NW140312-VI_18	2	NW140312-VI_18
chr6	94013355	95210192	1196838	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr6	121677092	122523514	846423	*	wc-cc	NW140312-VI_18	2	NW140312-VI_18
chr6	137693247	138724154	1030908	*	cc-wc	NW140312-VI_18	2	NW140312-VI_18
chr7	27272113	27911792	639680	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr7	36409514	37014541	605028	*	wc-cc	NW140312-VI_18	2	NW140312-VI_18
chr7	128734742	129587069	852328	*	cc-wc	NW140312-VI_18	2	NW140312-VI_18
chr8	7085396	8325145	1239750	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr8	12010611	12683666	673056	*	wc-ww	NW140312-VI_18	2	NW140312-VI_18
chr8	30335626	30775706	440081	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr8	66305448	66883872	578425	*	wc-ww	NW140312-VI_18	2	NW140312-VI_18
chr8	79541235	80045356	504122	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr9	8030545	8349863	319319	*	ww-wc	NW140312-VI_18	2	NW140312-VI_18
chr1	177906371	178095771	189401	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr1	202933702	203076850	143149	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr10	7984884	8299891	315008	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr10	58239625	58466397	226773	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr10	90576352	91003473	427122	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr10	105972051	106342131	370081	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr11	12619380	12871145	251766	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr12	42731597	42877234	145638	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr12	101730217	101915590	185374	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr12	127788893	127939547	150655	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr14	48468132	48702854	234723	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr14	103190620	103402364	211745	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr15	41629653	41839880	210228	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr16	59527926	59726863	198938	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr16	77172277	77316249	143973	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr16	88296362	88586221	289860	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr2	31802908	32104495	301588	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr2	80732525	81077367	344843	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr2	107695155	108056307	361153	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr2	111955544	112475290	519747	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr2	164240003	164454136	214134	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr2	215635456	215768301	132846	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr2	235524780	235653799	129020	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr22	29509479	29884135	374657	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr3	17044480	17195536	151057	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr4	148208170	148325804	117635	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr4	151716535	151931548	215014	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr4	157080931	157442947	362017	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr5	3313072	3589347	276276	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr5	53627764	53828909	201146	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr5	146922787	147319892	397106	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr5	176993335	177351713	358379	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr6	50741462	51047187	305726	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr6	61204261	61475280	271020	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr6	73003869	73368755	364887	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr6	164748572	164882637	134066	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr7	45941737	46370451	428715	*	wc-cc	NW140312-VI_19	2	NW140312-VI_19
chr7	50174541	50449475	274935	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
chr7	87506069	87739324	233256	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr7	126798788	127031235	232448	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr8	7052619	8267251	1214633	*	ww-wc	NW140312-VI_19	2	NW140312-VI_19
chr8	11776145	12821935	1045791	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr8	110934740	111780722	845983	*	wc-ww	NW140312-VI_19	2	NW140312-VI_19
chr9	81837017	82105282	268266	*	cc-wc	NW140312-VI_19	2	NW140312-VI_19
